@@@numDocs=3374@@@
2025050,1
20m12aq,1
20p,8
21,1
21st,1
22,1
220,1
220cm2,1
2309,1
23f,1
23g,1
24,3
24hrs,1
24m,1
25,6
250,1
25p,7
26,3
2667,1
27,1
28,3
2814032,1
28days,1
28th,1
28thfeb,1
29,2
2c,2
2channel,1
2day,7
2end,2
2ez,1
2lands,10
2nd,20
2nights,1
2nite,5
2optout,2
2px,1
2rcv,1
2stop,1
2stoptx,1
2stoptxt,3
2wt,1
2wu,1
2yr,1
3,49
30,11
300,3
300%,1
3000,1
300603,2
300603t,1
3030,6
30apr,1
30pp,1
30s,1
30th,1
31,2
3100,1
310303,1
31p,2
32,1
326,1
3510i,3
3650,2
36504,5
3680,1
373,1
3750,1
3aj,1
3g,2
3gbp,2
3lions,1
3lp,3
3mins,4
3pound,1
3qxj9,2
3ss,1
3uz,2
3x,1
3xx,1
4,171
400,1
400mins,1
4041,1
40533,2
40gb,3
41685,1
41782,1
42049,1
4217,1
42478,1
42810,1
434,2
44,1
440,1
4403ldnw1a7rw18,1
447801259231,1
45,1
450ppw,2
45239,2
47,1
4719,1
4742,1
4882,1
48922,1
49,1
49557,1
4fil,1
4goten,1
4info,2
4msgs,1
4t,2
4txt,2
4u,4
4utxt,1
4xx26,1
5,30
50,33
50%,1
500,15
5000,1
505060,1
50ea,1
50gbp,2
50p,3
50perweeksub,1
50perwksub,2
50pm,1
50pmmorefrommobile2bremoved,1
50ppm,1
523,1
5249,2
542,2
5free,1
5k,2
5p,1
5wb,6
5we,4
5wq,1
6,25
600,1
6031,1
6089,1
60p,3
61200,2
61610,1
6230,1
62468,4
6669,1
674,1
69101,1
69669,1
69696,2
69698,1
69855,1
69866,1
69876,1
69888,2
69888nyt,1
69911,1
69988,1
6days,2
6hl,1
6months,1
6wu,2
6zf,1
7,26
7250,1
7250i,3
731,1
74355,1
750,9
7548,1
75max,1
762,1
7634,1
7684,1
77,2
7732584351,1
78,1
786,3
7876150ppm,1
7cfca1a,1
7mp,1
7pm,4
7ws,1
800,10
80062,1
8007,9
80082,2
80086,2
80122300p,1
80155,1
80182,3
8027,1
80488,3
8077,1
80878,2
81010,1
81151,2
81303,2
81618,2
82050,1
82242,1
82277,5
82324,1
82468,1
83021,1
83049,1
83222,2
83332,1
83338,1
83355,3
83370,1
83383,2
83435,1
83600,1
84,1
84025,1
84128,2
84199,2
85,1
85023,2
85069,2
85222,1
85233,1
8552,2
86021,4
861,1
864233,1
86688,12
87021,2
87066,10
87070,1
87077,2
87121,2
87131,1
872,1
87239,3
87575,3
8800,1
88039,3
88066,2
88088,2
88222,1
88600,1
88800,1
8883,1
88888,1
89034,1
89070,1
89080,2
89105,1
89123,1
89545,2
89555,2
89693,2
89938,1
8ball,1
8p,1
8pm,1
8wp,1
9061100010,1
9280114,1
92h,2
9307622,1
946,1
9758,1
99,1
9ae,2
9am,1
9pm,1
9th,1
<fone,1
<ukp>2000,1
=,3
@,10
[colour=red]text[,1
[sic],1
a,713
ab,1
about,88
abroad,1
abta,2
ac,7
access,3
accessible,1
accident,1
accommodation,1
accordingly,1
account,24
acl03530150pm,1
aco,1
action,1
activate,4
active,2
adam,1
added,4
address,10
admirer,5
adrian,1
ads,1
adult,2
advise,2
afraid,4
after,54
ag,1
again,34
age,9
age16,6
age16+,1
age23,1
agent,1
ages,4
airport,4
alert,1
alerts,1
alfie,1
algarve,2
all,148
allow,1
alone,12
along,1
already,55
also,47
am,129
amazing,3
among,1
amy,1
an,61
and,484
announcement,4
another,23
ans,7
ansr,3
answer,12
any,77
anyone,8
anytime,9
aom,1
app,2
applausestore,1
apply,19
approx,1
arcade,1
are,267
area,6
areyouunique,1
around,24
arrange,5
arrive,3
arrow,1
arsenal,2
artists,1
as,89
asap,8
asian,1
asjesus,1
asked,14
asp,1
at,235
attempt,14
auction,9
august,2
australia,1
available,13
avble,1
ave,5
await,8
awaiting,2
award,12
awarded,26
away,13
b,49
b4,8
b4190604,1
b4u,1
b4utele,1
babe,46
baby,19
babygoodbye,1
back,89
backdoor,1
bad,22
bahamas,2
balance,8
band,1
bangb,1
bangbabes,1
bank,7
banneduk,1
barkleys,1
bcm,1
bcm1896wc1n3xx,1
bcm4284,2
be,211
becausethey,1
become,5
been,82
before,33
beg,1
begin,4
being,25
bergkamp,1
best,33
between,20
beware,1
bid,2
bids,1
biggest,1
bill,5
billed,3
billing,1
bin,4
birds,3
birthday,18
bitch,4
biz,5
blonde,1
bloomberg,2
blu,1
blue,7
bluetooth,3
bonus,14
book,19
booking,3
bookmark,1
bootydelious,1
bored,11
borin,1
bought,6
bout,9
box,24
box1146,1
box177,1
box245c2150pm,1
box326,1
box334,1
box385,2
box39822,2
box61,1
box95qu,2
box97n7qp,3
boys,4
brand,3
break,10
breaks,1
breath,1
bringing,1
brings,5
british,1
britney,2
browse,1
bt,18
bubbletext,1
buffy,1
bulbs,1
bundle,1
burger,1
burns,1
busty,1
busy,14
but,247
buy,40
bx420,4
bx526,1
by,89
c,64
c52,2
call,339
call09050000327,1
call2optout,5
call2optout=j5q,1
callcost,2
callcost150ppmmobilesvary,1
called,20
caller,7
callfreefone,2
calling,14
calls,17
calls1,1
cam,1
camcorder,10
came,15
camera,19
can,250
canary,1
cancel,7
canname,1
cant,42
capital,1
card,10
care,46
careers,2
careful,2
carlie,1
cash,47
cashto,1
cast,1
cc,4
cd,6
cdgt,1
cds,4
celeb,2
center,2
champneys,1
chance,19
chances,2
changed,4
chaps,1
charge,10
charged,6
charges,2
charity,1
chart,2
chat,32
chat80155,1
chatter,1
chatting,1
cheap,6
cheaper,3
chg,1
child,1
children,5
chit,1
choice,5
choose,7
chosen,2
christmas,9
cinema,7
city,4
claim,55
claimcode,1
claims,1
claire,1
class,25
click,4
close,14
closingdate04,1
club,13
club4,1
club4mobiles,1
club>>,1
clubzed,1
cm,1
cm2,1
cmon,1
cnl,1
cnupdates,1
co,29
coca,1
cock,1
code,22
coincidence,1
cola,1
collect,18
collected,2
collection,11
colour,9
colour]txtstar,1
colours,1
com,45
com1win150ppmx3age16,3
come,130
comp,9
companies,1
compare,1
competition,1
complementary,1
completely,7
complimentary,5
computer,8
comuk,2
concert,1
condition,1
conditions,2
confirm,6
congrats,13
congratulations,10
connect,3
connection,1
console,1
contact,37
contacted,2
content,9
continued,1
contract,3
cops,1
cornwall,1
correct,6
cost,24
costa,1
costing,1
costs,3
could,33
country,6
couple,8
cr01327bt,2
cr9,6
crazy,10
created,5
credit,9
credited,3
credits,6
cross,2
croydon,6
cruise,2
cs,22
csbcm4235wc1n3xx,3
csc,1
csh11,2
cst,1
ctxt,1
cum,10
cumin,1
cup,6
currently,8
cust,2
custcare,4
customer,36
customercare,1
customers,2
customersqueries@netvision,1
cute,5
cw25wx,2
d,51
d=,1
daily,3
dark,3
darkest,1
dartboard,1
date,14
datebox1282essexcm61xn,1
dating,7
dave,1
day,131
days,25
daytime,1
dbuk,1
deals,1
dear,71
december,1
deck,1
deepest,1
del,3
delivered,2
deliveredtomorrow,3
delivery,11
deltomorrow,1
dept,1
details,19
detroit,1
devils,1
dial,1
did,77
died,5
digital,6
digits,1
dining,1
direct,7
dirtiest,1
dirty,3
dis,16
disaster,1
discount,6
dizzee,1
dload,2
do,218
dob,1
does,16
doggin,1
dogging,8
dogs,1
doit,1
don,88
donate,1
done,28
dont,84
dontcha,1
door,6
dot,1
double,8
doubles,1
down,37
download,6
downloaded,1
downloads,1
dozens,1
dps,1
draw,30
dream,7
driving,15
drop,13
duchess,1
due,4
during,1
dvd,5
e,50
e=,1
each,8
eastenders,1
easy,17
ec2a,5
echo,1
eerie,3
eg,4
either,17
elvis,1
em,8
end,24
ending,5
ends,7
energy,5
eng,2
england,5
enjoy,27
enjoyed,3
enough,16
enter,7
entered,2
entitled,3
entry,16
entry41,1
error,1
etc,3
etlp,1
euro,2
euro2004,3
eurodisinc,1
eve,13
even,39
evening,20
ever,16
every,42
everyone,12
exciting,2
exp,1
experiencehttp,1
expired,1
expires,14
explicit,2
explosive,1
extra,6
extreme,1
eye,1
f,5
f=,1
fa,1
failed,1
fancies,2
fancy,9
fans,1
fantasies,6
fantastic,4
fantasy,4
fast,8
faster,4
fastest,1
feb,5
feeling,13
fifa,1
film,5
films,1
filthy,1
filthyguys,1
final,7
find,48
fink,1
first,36
five,1
fixed,4
fixedline,2
flag,3
flight,1
flights,2
flirt,4
floppy,1
flower,3
flowers,1
fml,2
foley,1
follow,2
followed,1
following,6
fone,6
football,4
footy,1
for,386
forget,13
found,10
four,1
fraction,1
free,129
free2day,2
free>ringtone,2
freeentry,1
freefone,3
freemsg,6
freemsg>fav,1
freephone,3
fri,10
friend,32
friends,33
frnd,7
frog,1
from,158
fromm,3
fun,17
fund,1
funk,1
further,2
future,5
g,16
g696ga,2
gage,1
game,11
games,8
gamestar,2
garden,1
gay,4
gaytextbuddy,2
gbp,3
gbp1,1
gbp5,1
gender,2
gent,2
genuine,2
george,2
germany,1
get,218
getstop,1
gettin,7
getting,24
getzed,6
gift,15
girl,16
girls,10
give,64
giving,7
glad,7
global,1
gnarls,1
go,173
go2,1
goal,1
goals,1
god,26
going,98
gold,1
golddigger,1
goldviking,1
good,137
goodies,1
got,124
goto,3
gotto,1
gprs,1
gr8,11
gr8prizes,1
granite,1
gravel,1
great,71
green,4
growing,1
gsex,1
guarantee,1
guaranteed,31
guess,24
guys,21
hack,1
had,57
half,20
halloween,3
handset,4
happy,53
hard,12
hardcore,1
harry,1
has,75
have,320
havin,1
hear,17
heard,9
heart,21
held,1
helen,1
hello,25
help,38
help08700621170150p,1
help08718728876,1
helpline,2
henry,1
her,62
here,69
heroes,1
herself,1
hey,61
hf8,1
hg,7
hi,79
high,4
highest,1
him,62
his,34
hit,9
hl,4
hlp,1
hmv,3
hmv1,1
hockey,1
hol,1
holder,2
holiday,19
home,109
homeowners,2
hope,66
horniest,1
horny,7
hot,14
hotel,5
hotels,1
hottest,1
hours,10
house,18
housewives,2
how,169
http,8
hubby,2
hungry,10
hvae,1
i,1282
ibh,1
ibhltd,2
ibiza,1
ice,5
id,13
identifier,13
idew,1
idiot,3
if,223
ig11,1
im,50
immediately,4
important,18
improved,2
in,490
in2,1
inc,4
include,1
inclusive,2
incorrect,1
increments,1
indicate,1
info,6
info@ringtoneking,1
info@txt82228,1
info@vipclub4u,1
information,7
informed,3
install,1
instant,1
instructions,2
interested,4
interflora,1
internet,4
into,26
invaders,1
invited,5
inviting,4
ip4,4
ipod,8
is,445
iscoming,1
islands,1
issues,3
it,363
itcould,2
items,1
its,130
j,4
j89,1
jackpot,1
jamster,2
janinexx,1
java,2
jersey,1
join,14
joined,4
jordan,3
jorge,1
jsco,1
july,1
just,226
k,67
k52,3
k718,1
karaoke,3
keep,39
kept,2
keyword,1
kick,4
kickoff,1
king,5
kit,1
kl341,1
knickers,1
knock,1
know,144
knows,5
la1,1
la3,1
laid,4
land,11
landline,18
landlines,2
large,1
largest,4
last,50
lastest,1
late,41
latest,19
laugh,6
lccltd,1
ldew,7
ldn,7
ldnw15h,2
le,2
leadership,1
leave,26
left,20
let,51
lf56,1
libertines,1
life,39
lifetime,1
like,132
lily,1
line,25
linerental,2
lines,1
link,5
lionm,1
lionp,1
lions,1
listen,7
listening,5
little,20
live,25
liverpool,2
lkpobox177hp51fl,1
ll,141
loads,7
loan,7
loans,1
local,2
locations,5
log,8
login,1
login=,1
logo,4
logon,1
logos,1
logos+musicnews,1
london,4
lonely,3
look,18
lookin,4
looking,15
lost,8
lounge,3
love,113
lover,6
loyal,2
loyalty,3
ls1,1
ls15hb,1
ls278bb,1
ltd,11
ltdhelpdesk,1
luck,5
lucky,11
lucozade,2
lucy,1
luv,18
lux,1
luxury,1
m,232
m221bp,1
m227xy,1
m26,2
m263uz,1
m39m51,1
m6,2
m60,1
m8,1
m8s,1
m95,1
macedonia,1
mad1,1
mad2,1
made,17
make,66
male,1
man,25
maniac,1
many,29
margin,1
marley,1
married,5
marsms,1
marvel,1
mat,1
match,8
matches,2
mates,7
matrix3,2
matthew,1
max,3
max10mins,1
max6,1
maximize,5
maximum,1
may,31
mcfly,1
me,421
meal,4
meet,43
meet+greet,1
meetins,1
meg,1
member,3
members,1
membership,1
men,7
menu,1
message,70
messages,12
met,10
mf,1
mgs,1
mid,5
midnight,7
mila,1
min,40
minapn,1
minded,1
mini,3
minmobsmore,1
minmobsmorelkpobox177hp51fl,2
minmoremobsemspobox45po139wa,1
mins,25
minute,13
minutes,15
miss,45
missed,17
mistake,3
mix,2
mk17,2
mk45,1
moan,5
mob,17
mobcudb,1
mobile,73
mobiles,8
mobilesvary,2
mobileupd8,7
mobno,1
mobstorequiz10ppm,1
moby,2
mobypobox734ls27yf,1
money,29
mono,1
monoc,1
monos,1
month,28
monthlysubscription@50p,1
months,8
moon,6
more,62
morefrmmob,1
most,16
motorola,2
movie,12
mp3,5
mquiz,1
mr,10
msg,64
msg150p,1
msg@150p,3
msgrcvd,1
msgrcvdhg,3
msgs,12
msgs@150p,2
mtalk,1
mths,1
mtmsg,1
mtmsg18,2
mtmsgrcvd18,1
mtmsgrcvd18+,2
much,60
music,17
must,16
my,349
mymoby,1
mystery,1
n,74
n9dx,1
naked,6
name,31
name1,1
name2,1
names,1
nasdaq,1
nasty,1
nat,1
nat27081980,1
natalie,1
natalie2k9,1
natalja,1
national,15
need,98
neo69,1
net,14
netcollex,3
network,20
networks,2
never,30
new,76
newest,1
news,13
newsletter,1
next,35
night,73
nikiyu4,1
no,213
no1,5
no>,1
nok,1
nokia,30
nokia6600,1
nokia6650,1
nokias,1
noline,2
nookii,1
norcorp,1
norm,2
norm150p,4
normal,6
nos,1
not,250
nothing,21
notice,5
notifications,1
notxt,1
november,1
now,289
noworriesloans,1
nt,16
ntt,8
ntwk,3
number,55
numbers,8
nyt,9
o2,4
of,340
off,42
offer,14
offering,1
offers,5
office,18
official,3
oh,71
oja,1
ok,168
on,284
one,104
ones,5
only,110
onto,4
operator,9
opinions,1
opt,9
optout,3
or,225
orange,11
oranges,2
order,13
ordered,3
org,1
orig,1
original,2
otbox,1
other,32
ou,1
our,84
out,160
outbid,1
outgoing,1
over,37
ow,1
oz,4
p,7
packs,2
page,5
paid,3
paris,1
park,8
part,14
parties,1
partner,1
pass,9
passes,1
password,5
pay,14
pc,1
peak,1
pence,2
people,31
per,39
person,25
personal,2
ph,2
phb1,1
phoenix,1
phone,78
phone750,1
phones,5
phony,1
photo,2
php,1
pic,10
pick,47
picked,6
pics,11
picsfree1,1
pin,5
pix,3
place,30
play,27
played,3
player,11
please,76
pleased,2
pls,67
plus,16
plyr,1
pm,8
po,24
po19,1
pobox,10
pobox1,1
pobox114,1
pobox334,1
pobox36504w45wq,2
pobox75ldns7,1
pobox84,2
poboxox36504w45wq,1
pocketbabe,2
pod,4
points,16
pole,1
police,3
polo,1
poly,7
polyc,1
polyh,1
polyph,1
polyphonic,3
polys,4
porn,2
posh,1
post,10
postcode,3
potter,1
pound,2
pounds,13
ppm,1
ppm150,1
pre,1
prem,1
premier,2
premium,1
prepayment,1
presence,1
president,1
presleys,1
press,9
previous,3
previously,2
price,9
privacy,1
private,15
prize,48
prizeawaiting,1
prizes,1
prizeswith,1
pro,1
processed,1
prods,1
profit,1
promised,1
promo,1
prompts,2
provided,2
proze,1
psp,1
psychic,1
pt2,1
pub,6
purchase,1
purpose,3
pushbutton,1
put,18
q,3
qlynnbv,1
quality,6
queries,1
question,12
questions,7
quiz,9
quizclub,1
quote,4
quoting,3
r,77
racal,1
radio,1
rally,2
randomly,2
randy,1
rate,20
rates,5
rcd,1
rct,1
rcv,1
rcvd,4
re,68
reach,19
read,12
readers,1
ready,23
real,20
real1,1
reality,1
really,49
rec,1
recd,2
recd@thirtyeight,1
receipt,3
receive,20
receivea,1
received,2
receiving,4
recent,2
recently,5
recorder,1
records,2
recpt,1
red,5
redeemable,1
redeemed,10
ree,1
ref,3
reference,2
refunded,1
refused,3
regalportfolio,1
register,2
regular,3
released,3
reminder,2
removal,2
removed,1
renewal,1
renewed,1
rental,5
rentl,2
repeat,1
replies,1
reply,81
replying,5
representative,5
requests,3
resent,1
respond,4
responding,3
response,2
responsible,1
results,2
reveal,5
revealed,2
review,5
reward,5
rgds,1
rgent,1
right,53
ring,10
ringtone,17
ringtoneking,1
ringtones,5
rodger,1
romcapspam,1
rooms,3
round,4
row,13
rp176781,1
rpl,1
rply,3
rstm,1
rt,1
rtf,1
rude,3
rwm,1
s,298
sae,9
sale,7
sam,3
santa,1
santacalling,1
sara,1
sat,17
satisfy,2
saturday,10
saucy,3
savamob,3
scammers,1
schedule,4
scores,1
scoring,2
scotland,3
scotsman,1
search,9
secret,8
secretly,1
secs,2
secured,1
see,96
seeds,1
selected,18
selection,1
sell,6
selling,1
send,112
sender,3
sending,4
sent,43
sept,1
service,35
services,9
settings,1
sex,8
sexiest,1
sextextuk,1
sexual,1
sexy,13
sexychat,1
sf,1
shag,1
shagged,2
shinco,1
shock,1
shop,15
shopping,20
shortbreaks,1
shortcode,1
shortly,2
shot,1
should,54
show,13
shows,26
shracomorsglsuplt,1
sign,4
sim,5
simonwatson5120,1
simple,8
simply,2
simpsons,1
since,14
sing,3
singles,3
sipix,4
six,2
sk3,1
sk38xh,2
skilgme,3
skillgame,2
skills,1
skip,1
sky,2
slo,1
slower,1
smart,2
smith,1
sms,31
smsco,2
smsrewards,1
smsservices,1
snap,1
snappy,1
so,271
sol,1
some,64
somebody,5
someone,34
song,7
sony,7
sonyericsson,1
soon,36
sorry,88
sort,4
sound,10
sounds,13
sp,5
space,3
spanish,2
sparkling,1
speak,18
special,28
specially,4
speed,1
speedchat,1
sphosting,1
spider,1
spjanuary,1
spook,3
sport,3
sports,1
sppok,1
spree,5
sptv,1
st,5
stadium,1
standard,4
stars,1
start,20
started,8
starting,7
starts,6
starwars3,2
statement,13
station,5
stay,17
std,6
stereophonics,1
sticky,1
still,91
stockport,1
stolen,1
stop,75
stopbcm,1
stopcost,1
stopsms,1
stoptxtstop,1
store,9
stories,1
str,4
straight,4
stream,1
street,8
strings,1
strip,1
strokes,1
strong,6
strt,1
sub,3
subpoly,2
subs,2
subs16+1win150ppmx3,2
subscribe,1
subscribed,2
subscriber,2
subscription,4
sufficient,1
suite,3
suite342,10
summer,3
sunshine,5
super,4
suppliers,1
supply,3
support,8
suprman,2
surprise,7
suzy,1
svc,1
sw7,1
sw73ss,1
swap,1
switch,1
symbol,1
t,226
t91,1
ta,5
take,86
takes,14
talk,30
tariffs,3
tc,6
tcr,1
tcs,1
tddnewsletter@emc1,1
team,3
teenager,1
tell,79
tells,2
ten,9
tenants,3
tenerife,4
terms,4
text,103
text82228>>,1
textbuddy,2
textcomp,1
texting,5
textoperator,2
textpod,1
texts,17
tgxxrz,1
than,22
thanks,45
that,310
the,642
thedailydraw,1
their,10
theirs,1
them,45
themob,1
then,150
there,118
these,13
they,63
thing,36
think,79
thinks,7
this,197
thnq,1
though,15
thurs,2
tickets,7
till,17
time,121
tips,1
tkls,1
tkts,2
tnc,1
tncs,5
to,1009
toclaim,1
today,90
todays,13
toilet,1
tomorrow,56
tone,22
tones,8
tones2u,1
tones2you,1
tonexs,1
tonight,38
tonights,1
too,67
top,14
topped,1
toppoly,1
total,4
totally,1
tour,2
town,16
trackmarque,1
trav,1
travel,2
trebles,1
trial,1
tried,15
trip,16
triple,1
trivia,1
true,15
truly,1
try,30
trying,23
ts,5
tsandcs,2
tscs,2
tscs08714740323,1
tscs087147403231winawk,2
tsunami,1
tulip,1
tune,1
turn,3
tv,18
two,19
txt,97
txt82228,1
txt>,2
txtauction,3
txtin,2
txting,8
txtno,1
txts,5
txttowin,2
tyrone,3
u,500
u4,3
uk,42
uks,3
ultimate,1
un,10
unable,4
unbreakable,1
unclaimed,1
unicef,1
unique,2
unkempt,1
unlimited,10
unredeemed,3
unsecured,1
unsub,3
unsubscribe,10
untamed,1
until,23
up,188
upd8,2
update,6
update_now,1
upgrade,1
upload,1
upto,1
ur,184
urawinner,3
urgent,38
us,32
use,26
used,7
user,5
usher,2
using,8
uve,1
v,25
valentine,4
valentines,7
valid,15
valid12hrs,2
valued,10
various,3
vary,5
vat,1
vatian,1
ve,59
verify,3
very,47
via,8
vid,1
video,17
videochat,2
videophones,2
videosound,1
videosounds+2,1
violet,1
vip,2
virgin,1
virgins,1
visionsms,1
visit,12
voda,3
vodafone,4
voicemail,3
vote,3
vouch4me,1
voucher,7
vouchers,12
vu,1
w,8
w1,2
w111wx,2
w14rg,1
w1a,1
w1j,1
w1j6hl,7
w1jhl,3
w4,1
w45wq,4
w8in,1
wa14,1
wait,36
waiting,35
wales,1
walk,13
wallpaper,1
wamma,1
wan,37
wan2,1
wanna,29
want,114
wanting,4
wants,14
wap,4
warm,8
warranty,1
was,120
way,53
wc1n,1
wc1n3xx,4
we,203
web,2
webeburnin,1
website,6
week,67
weekend,16
weekends,6
weekly,17
weeks,6
welcome,10
well,76
were,30
westlife,1
wet,4
what,178
when,158
where,68
which,36
while,23
who,51
whose,1
why,51
wid,11
wife,17
wildest,1
will,225
willing,3
win,44
win150ppmx3age16,1
wings,1
wining,1
winner,8
winnersclub,1
wins,4
wire3,1
wish,29
with,205
wither,1
within,8
wiv,6
wk,14
wkent,1
wkly,9
woman,4
won,57
word,24
world,26
worth,8
wot,16
would,39
wow,7
wrc,2
wrote,1
www,63
x,21
x49,1
xafter,1
xchat,3
xmas,12
xt,1
xx,12
xxsp,1
xxuk,1
xxx,24
xxxx,3
xxxxx,1
y87,1
ya,30
yahoo,1
yards,1
year,25
years,14
yer,2
yes,55
yet,35
you,965
your,344
yourinclusive,1
yours,11
yourself,15
yr,8
yrs,6
zed,3
£1,31
£10,5
£100,16
£1000,20
£1000call,1
£12,1
£125,1
£1250,2
£1450,1
£150,3
£1500,2
£150pw,1
£2,9
£200,7
£2000,14
£250,8
£250k,2
£3,10
£33,1
£350,7
£4,3
£400,4
£5,1
£50,1
£500,15
£5000,9
£54,1
£7,3
£71,1
£75,2
£800,5
£900,2
£nd,1
“harry,1
“it,1
€,1
€™ve,1
$,4
$700,2
$900,2
2go,3
2morow,2
2morrow,2
2mrw,2
2u,2
30ish,2
3d,3
3rd,4
4get,2
4th,5
530,2
5min,3
5th,3
6hrs,2
6th,3
7th,3
8,13
8th,4
9,18
9ja,2
=d,4
____,2
aathi,3
abi,3
abiola,7
abj,2
able,16
abt,20
aburo,2
acc,2
accept,1
accidentally,4
accounts,2
ache,2
across,5
acting,2
activities,3
actual,2
actually,14
add,4
addicted,1
administrator,1
admit,2
adoring,2
advance,3
adventure,2
advice,2
affair,2
aft,11
afternoon,16
aftr,3
against,6
agalla,1
ago,7
ah,21
aha,6
ahead,6
ahmad,4
aight,19
ain,2
aint,2
air,5
aiya,3
aiyah,3
aiyar,3
aiyo,4
al,5
alaipayuthe,2
album,2
alcohol,2
alex,2
alive,2
allowed,2
almost,7
alright,11
alrite,5
always,39
alwys,2
american,2
amount,3
amp,48
amt,4
angry,5
anna,2
anniversary,2
annoying,2
answering,2
anti,2
anybody,4
anymore,3
anythin,2
anything,52
anyway,19
anyways,3
anywhere,2
apartment,3
apologise,2
apparently,2
applebees,2
appointment,2
appreciate,6
apps,3
appt,2
april,4
ar,7
ard,11
aren,4
argue,3
argument,3
armand,2
arms,2
arng,2
arrested,3
arts,2
arun,3
ashley,2
ask,47
askd,5
askin,6
asking,8
asks,4
ass,9
assume,3
ate,3
atlanta,3
atlast,2
atm,4
attached,2
attend,2
audition,2
aunty,3
av,2
avatar,3
avent,2
awake,4
awesome,14
aww,2
ba,2
babies,2
bag,3
bags,2
bak,4
bang,2
banks,2
barely,4
base,2
basic,2
basically,2
batch,2
bath,6
bathe,4
bathing,2
battery,3
bay,3
bb,5
bbd,2
bck,2
bcoz,6
bday,3
beautiful,12
because,19
becomes,1
becoz,2
bed,15
bedroom,5
beer,4
befor,3
behave,2
behind,3
bein,3
believe,13
belive,2
bell,3
belly,3
beneath,2
bet,2
better,22
